experiment,mode,series,method_id,method_label,x_name,x_value,metric,mean,p50,p95,ci_lower,ci_upper,sample_count,cluster_count,bootstrap_iterations,numerator,denominator
exp2,paper,conflict_density,adjacent_layer,Adjacent-Layer,conflict_density_percent,0.0,feasible_solution_rate_percent,100.0,100.0,100.0,100.0,100.0,150,30,5000,150,150
exp2,paper,conflict_density,adjacent_layer,Adjacent-Layer,conflict_density_percent,0.0,qos_satisfaction_rate_percent,100.0,100.0,100.0,100.0,100.0,150,30,5000,150,150
exp2,paper,conflict_density,adjacent_layer,Adjacent-Layer,conflict_density_percent,10.0,feasible_solution_rate_percent,100.0,100.0,100.0,100.0,100.0,128,30,5000,128,128
exp2,paper,conflict_density,adjacent_layer,Adjacent-Layer,conflict_density_percent,10.0,qos_satisfaction_rate_percent,100.0,100.0,100.0,100.0,100.0,128,30,5000,128,128
exp2,paper,conflict_density,adjacent_layer,Adjacent-Layer,conflict_density_percent,10.0,safe_rejection_rate_percent,100.0,100.0,100.0,100.0,100.0,22,22,5000,22,22
exp2,paper,conflict_density,adjacent_layer,Adjacent-Layer,conflict_density_percent,20.0,feasible_solution_rate_percent,100.0,100.0,100.0,100.0,100.0,128,30,5000,128,128
exp2,paper,conflict_density,adjacent_layer,Adjacent-Layer,conflict_density_percent,20.0,qos_satisfaction_rate_percent,100.0,100.0,100.0,100.0,100.0,128,30,5000,128,128
exp2,paper,conflict_density,adjacent_layer,Adjacent-Layer,conflict_density_percent,20.0,safe_rejection_rate_percent,100.0,100.0,100.0,100.0,100.0,22,22,5000,22,22
exp2,paper,conflict_density,adjacent_layer,Adjacent-Layer,conflict_density_percent,30.0,feasible_solution_rate_percent,100.0,100.0,100.0,100.0,100.0,127,30,5000,127,127
exp2,paper,conflict_density,adjacent_layer,Adjacent-Layer,conflict_density_percent,30.0,qos_satisfaction_rate_percent,100.0,100.0,100.0,100.0,100.0,127,30,5000,127,127
exp2,paper,conflict_density,adjacent_layer,Adjacent-Layer,conflict_density_percent,30.0,safe_rejection_rate_percent,100.0,100.0,100.0,100.0,100.0,23,23,5000,23,23
exp2,paper,conflict_density,adjacent_layer,Adjacent-Layer,conflict_density_percent,40.0,feasible_solution_rate_percent,100.0,100.0,100.0,100.0,100.0,127,30,5000,127,127
exp2,paper,conflict_density,adjacent_layer,Adjacent-Layer,conflict_density_percent,40.0,qos_satisfaction_rate_percent,100.0,100.0,100.0,100.0,100.0,127,30,5000,127,127
exp2,paper,conflict_density,adjacent_layer,Adjacent-Layer,conflict_density_percent,40.0,safe_rejection_rate_percent,100.0,100.0,100.0,100.0,100.0,23,23,5000,23,23
exp2,paper,conflict_density,adjacent_layer,Adjacent-Layer,conflict_density_percent,50.0,feasible_solution_rate_percent,37.5,0.0,100.0,33.07692307692308,41.732283464566926,128,30,5000,48,128
exp2,paper,conflict_density,adjacent_layer,Adjacent-Layer,conflict_density_percent,50.0,qos_satisfaction_rate_percent,37.5,0.0,100.0,33.07692307692308,41.732283464566926,128,30,5000,48,128
exp2,paper,conflict_density,adjacent_layer,Adjacent-Layer,conflict_density_percent,50.0,safe_rejection_rate_percent,100.0,100.0,100.0,100.0,100.0,22,22,5000,22,22
exp2,paper,conflict_density,adjacent_layer,Adjacent-Layer,conflict_density_percent,60.0,feasible_solution_rate_percent,0.0,0.0,0.0,0.0,0.0,128,30,5000,0,128
exp2,paper,conflict_density,adjacent_layer,Adjacent-Layer,conflict_density_percent,60.0,qos_satisfaction_rate_percent,0.0,0.0,0.0,0.0,0.0,128,30,5000,0,128
exp2,paper,conflict_density,adjacent_layer,Adjacent-Layer,conflict_density_percent,60.0,safe_rejection_rate_percent,100.0,100.0,100.0,100.0,100.0,22,22,5000,22,22
exp2,paper,conflict_density,independent,Independent,conflict_density_percent,0.0,feasible_solution_rate_percent,100.0,100.0,100.0,100.0,100.0,150,30,5000,150,150
exp2,paper,conflict_density,independent,Independent,conflict_density_percent,0.0,qos_satisfaction_rate_percent,100.0,100.0,100.0,100.0,100.0,150,30,5000,150,150
exp2,paper,conflict_density,independent,Independent,conflict_density_percent,10.0,feasible_solution_rate_percent,100.0,100.0,100.0,100.0,100.0,128,30,5000,128,128
exp2,paper,conflict_density,independent,Independent,conflict_density_percent,10.0,qos_satisfaction_rate_percent,100.0,100.0,100.0,100.0,100.0,128,30,5000,128,128
exp2,paper,conflict_density,independent,Independent,conflict_density_percent,10.0,safe_rejection_rate_percent,100.0,100.0,100.0,100.0,100.0,22,22,5000,22,22
exp2,paper,conflict_density,independent,Independent,conflict_density_percent,20.0,feasible_solution_rate_percent,100.0,100.0,100.0,100.0,100.0,128,30,5000,128,128
exp2,paper,conflict_density,independent,Independent,conflict_density_percent,20.0,qos_satisfaction_rate_percent,100.0,100.0,100.0,100.0,100.0,128,30,5000,128,128
exp2,paper,conflict_density,independent,Independent,conflict_density_percent,20.0,safe_rejection_rate_percent,100.0,100.0,100.0,100.0,100.0,22,22,5000,22,22
exp2,paper,conflict_density,independent,Independent,conflict_density_percent,30.0,feasible_solution_rate_percent,100.0,100.0,100.0,100.0,100.0,127,30,5000,127,127
exp2,paper,conflict_density,independent,Independent,conflict_density_percent,30.0,qos_satisfaction_rate_percent,100.0,100.0,100.0,100.0,100.0,127,30,5000,127,127
exp2,paper,conflict_density,independent,Independent,conflict_density_percent,30.0,safe_rejection_rate_percent,100.0,100.0,100.0,100.0,100.0,23,23,5000,23,23
exp2,paper,conflict_density,independent,Independent,conflict_density_percent,40.0,feasible_solution_rate_percent,9.448818897637794,0.0,100.0,3.967472815898013,15.873917748917735,127,30,5000,12,127
exp2,paper,conflict_density,independent,Independent,conflict_density_percent,40.0,qos_satisfaction_rate_percent,9.448818897637794,0.0,100.0,3.9682539682539684,15.909090909090908,127,30,5000,12,127
exp2,paper,conflict_density,independent,Independent,conflict_density_percent,40.0,safe_rejection_rate_percent,100.0,100.0,100.0,100.0,100.0,23,23,5000,23,23
exp2,paper,conflict_density,independent,Independent,conflict_density_percent,50.0,feasible_solution_rate_percent,0.0,0.0,0.0,0.0,0.0,128,30,5000,0,128
exp2,paper,conflict_density,independent,Independent,conflict_density_percent,50.0,qos_satisfaction_rate_percent,0.0,0.0,0.0,0.0,0.0,128,30,5000,0,128
exp2,paper,conflict_density,independent,Independent,conflict_density_percent,50.0,safe_rejection_rate_percent,100.0,100.0,100.0,100.0,100.0,22,22,5000,22,22
exp2,paper,conflict_density,independent,Independent,conflict_density_percent,60.0,feasible_solution_rate_percent,0.0,0.0,0.0,0.0,0.0,128,30,5000,0,128
exp2,paper,conflict_density,independent,Independent,conflict_density_percent,60.0,qos_satisfaction_rate_percent,0.0,0.0,0.0,0.0,0.0,128,30,5000,0,128
exp2,paper,conflict_density,independent,Independent,conflict_density_percent,60.0,safe_rejection_rate_percent,100.0,100.0,100.0,100.0,100.0,22,22,5000,22,22
exp2,paper,conflict_density,proposed,Proposed,conflict_density_percent,0.0,feasible_solution_rate_percent,100.0,100.0,100.0,100.0,100.0,150,30,5000,150,150
exp2,paper,conflict_density,proposed,Proposed,conflict_density_percent,0.0,qos_satisfaction_rate_percent,100.0,100.0,100.0,100.0,100.0,150,30,5000,150,150
exp2,paper,conflict_density,proposed,Proposed,conflict_density_percent,10.0,feasible_solution_rate_percent,100.0,100.0,100.0,100.0,100.0,128,30,5000,128,128
exp2,paper,conflict_density,proposed,Proposed,conflict_density_percent,10.0,qos_satisfaction_rate_percent,100.0,100.0,100.0,100.0,100.0,128,30,5000,128,128
exp2,paper,conflict_density,proposed,Proposed,conflict_density_percent,10.0,safe_rejection_rate_percent,100.0,100.0,100.0,100.0,100.0,22,22,5000,22,22
exp2,paper,conflict_density,proposed,Proposed,conflict_density_percent,20.0,feasible_solution_rate_percent,100.0,100.0,100.0,100.0,100.0,128,30,5000,128,128
exp2,paper,conflict_density,proposed,Proposed,conflict_density_percent,20.0,qos_satisfaction_rate_percent,100.0,100.0,100.0,100.0,100.0,128,30,5000,128,128
exp2,paper,conflict_density,proposed,Proposed,conflict_density_percent,20.0,safe_rejection_rate_percent,100.0,100.0,100.0,100.0,100.0,22,22,5000,22,22
exp2,paper,conflict_density,proposed,Proposed,conflict_density_percent,30.0,feasible_solution_rate_percent,100.0,100.0,100.0,100.0,100.0,127,30,5000,127,127
exp2,paper,conflict_density,proposed,Proposed,conflict_density_percent,30.0,qos_satisfaction_rate_percent,100.0,100.0,100.0,100.0,100.0,127,30,5000,127,127
exp2,paper,conflict_density,proposed,Proposed,conflict_density_percent,30.0,safe_rejection_rate_percent,100.0,100.0,100.0,100.0,100.0,23,23,5000,23,23
exp2,paper,conflict_density,proposed,Proposed,conflict_density_percent,40.0,feasible_solution_rate_percent,100.0,100.0,100.0,100.0,100.0,127,30,5000,127,127
exp2,paper,conflict_density,proposed,Proposed,conflict_density_percent,40.0,qos_satisfaction_rate_percent,100.0,100.0,100.0,100.0,100.0,127,30,5000,127,127
exp2,paper,conflict_density,proposed,Proposed,conflict_density_percent,40.0,safe_rejection_rate_percent,100.0,100.0,100.0,100.0,100.0,23,23,5000,23,23
exp2,paper,conflict_density,proposed,Proposed,conflict_density_percent,50.0,feasible_solution_rate_percent,100.0,100.0,100.0,100.0,100.0,128,30,5000,128,128
exp2,paper,conflict_density,proposed,Proposed,conflict_density_percent,50.0,qos_satisfaction_rate_percent,100.0,100.0,100.0,100.0,100.0,128,30,5000,128,128
exp2,paper,conflict_density,proposed,Proposed,conflict_density_percent,50.0,safe_rejection_rate_percent,100.0,100.0,100.0,100.0,100.0,22,22,5000,22,22
exp2,paper,conflict_density,proposed,Proposed,conflict_density_percent,60.0,feasible_solution_rate_percent,100.0,100.0,100.0,100.0,100.0,128,30,5000,128,128
exp2,paper,conflict_density,proposed,Proposed,conflict_density_percent,60.0,qos_satisfaction_rate_percent,100.0,100.0,100.0,100.0,100.0,128,30,5000,128,128
exp2,paper,conflict_density,proposed,Proposed,conflict_density_percent,60.0,safe_rejection_rate_percent,100.0,100.0,100.0,100.0,100.0,22,22,5000,22,22
exp2,paper,conflict_density,sanet_dw,SANet-DW*,conflict_density_percent,0.0,feasible_solution_rate_percent,100.0,100.0,100.0,100.0,100.0,150,30,5000,150,150
exp2,paper,conflict_density,sanet_dw,SANet-DW*,conflict_density_percent,0.0,qos_satisfaction_rate_percent,100.0,100.0,100.0,100.0,100.0,150,30,5000,150,150
exp2,paper,conflict_density,sanet_dw,SANet-DW*,conflict_density_percent,10.0,feasible_solution_rate_percent,100.0,100.0,100.0,100.0,100.0,128,30,5000,128,128
exp2,paper,conflict_density,sanet_dw,SANet-DW*,conflict_density_percent,10.0,qos_satisfaction_rate_percent,100.0,100.0,100.0,100.0,100.0,128,30,5000,128,128
exp2,paper,conflict_density,sanet_dw,SANet-DW*,conflict_density_percent,10.0,safe_rejection_rate_percent,100.0,100.0,100.0,100.0,100.0,22,22,5000,22,22
exp2,paper,conflict_density,sanet_dw,SANet-DW*,conflict_density_percent,20.0,feasible_solution_rate_percent,100.0,100.0,100.0,100.0,100.0,128,30,5000,128,128
exp2,paper,conflict_density,sanet_dw,SANet-DW*,conflict_density_percent,20.0,qos_satisfaction_rate_percent,100.0,100.0,100.0,100.0,100.0,128,30,5000,128,128
exp2,paper,conflict_density,sanet_dw,SANet-DW*,conflict_density_percent,20.0,safe_rejection_rate_percent,100.0,100.0,100.0,100.0,100.0,22,22,5000,22,22
exp2,paper,conflict_density,sanet_dw,SANet-DW*,conflict_density_percent,30.0,feasible_solution_rate_percent,100.0,100.0,100.0,100.0,100.0,127,30,5000,127,127
exp2,paper,conflict_density,sanet_dw,SANet-DW*,conflict_density_percent,30.0,qos_satisfaction_rate_percent,100.0,100.0,100.0,100.0,100.0,127,30,5000,127,127
exp2,paper,conflict_density,sanet_dw,SANet-DW*,conflict_density_percent,30.0,safe_rejection_rate_percent,100.0,100.0,100.0,100.0,100.0,23,23,5000,23,23
exp2,paper,conflict_density,sanet_dw,SANet-DW*,conflict_density_percent,40.0,feasible_solution_rate_percent,94.48818897637796,100.0,100.0,90.69767441860465,97.65625,127,30,5000,120,127
exp2,paper,conflict_density,sanet_dw,SANet-DW*,conflict_density_percent,40.0,qos_satisfaction_rate_percent,94.48818897637796,100.0,100.0,90.83969465648855,97.63779527559055,127,30,5000,120,127
exp2,paper,conflict_density,sanet_dw,SANet-DW*,conflict_density_percent,40.0,safe_rejection_rate_percent,100.0,100.0,100.0,100.0,100.0,23,23,5000,23,23
exp2,paper,conflict_density,sanet_dw,SANet-DW*,conflict_density_percent,50.0,feasible_solution_rate_percent,79.6875,100.0,100.0,77.16535433070867,82.67716535433071,128,30,5000,102,128
exp2,paper,conflict_density,sanet_dw,SANet-DW*,conflict_density_percent,50.0,qos_satisfaction_rate_percent,79.6875,100.0,100.0,77.16535433070867,82.67716535433071,128,30,5000,102,128
exp2,paper,conflict_density,sanet_dw,SANet-DW*,conflict_density_percent,50.0,safe_rejection_rate_percent,100.0,100.0,100.0,100.0,100.0,22,22,5000,22,22
exp2,paper,conflict_density,sanet_dw,SANet-DW*,conflict_density_percent,60.0,feasible_solution_rate_percent,60.15625,100.0,100.0,56.69291338582677,63.70967741935484,128,30,5000,77,128
exp2,paper,conflict_density,sanet_dw,SANet-DW*,conflict_density_percent,60.0,qos_satisfaction_rate_percent,60.15625,100.0,100.0,56.79732283464567,63.77952755905512,128,30,5000,77,128
exp2,paper,conflict_density,sanet_dw,SANet-DW*,conflict_density_percent,60.0,safe_rejection_rate_percent,100.0,100.0,100.0,100.0,100.0,22,22,5000,22,22
